run,t_stat,p_value,cohens_d,fixed_mean_ns,varied_mean_ns,fixed_std_ns,varied_std_ns,significant,negligible
8081,0.766070,0.44364503,0.010834,294824.57,294803.34,2336.29,1488.89,no,yes
8082,0.562293,0.57392408,0.007952,308879.64,308857.67,3406.66,1913.45,no,yes
8083,1.085540,0.27769692,0.015352,294974.14,294953.16,1558.54,1142.87,no,yes
8084,-0.216846,0.82833080,-0.003067,294921.42,294924.70,1072.16,1067.17,no,yes
8085,-0.225323,0.82173064,-0.003187,295111.03,295123.76,3956.43,4033.18,no,yes
8086,-2.667477,0.00764866,-0.037724,296136.92,296177.44,975.02,1164.71,yes,yes
8087,-0.261649,0.79359471,-0.003700,294911.48,294923.12,3258.66,3029.40,no,yes
8088,-0.649246,0.51618713,-0.009182,294935.54,294944.75,955.54,1048.86,no,yes
8089,0.865215,0.38693132,0.012236,295144.42,295131.42,1120.50,1001.47,no,yes
8090,-0.806741,0.41982665,-0.011409,294826.97,294848.70,1522.00,2221.85,no,yes
8091,-0.264097,0.79170843,-0.003735,294928.20,294942.95,3427.72,4409.42,no,yes
8092,-0.486082,0.62691442,-0.006874,294856.06,294862.62,924.23,984.19,no,yes
8093,-0.301659,0.76291499,-0.004266,294927.16,294934.95,1961.29,1677.80,no,yes
8094,-1.010685,0.31218206,-0.014293,294809.87,294844.73,1787.70,2949.42,no,yes
8095,1.653994,0.09814528,0.023391,295117.71,295092.91,1175.99,930.16,no,yes
8096,0.024604,0.98037115,0.000348,294981.74,294981.11,1948.31,1706.26,no,yes
8097,0.264110,0.79169822,0.003735,294795.85,294787.43,2139.62,2365.27,no,yes
8098,0.444997,0.65632667,0.006293,294900.37,294893.60,1095.91,1054.49,no,yes
8099,0.122024,0.90288114,0.001726,294827.65,294823.03,2813.51,2539.08,no,yes
8100,0.851210,0.39466307,0.012038,294757.83,294746.50,940.08,941.90,no,yes
8101,0.247603,0.80444409,0.003502,294792.13,294782.90,2944.27,2289.29,no,yes
8102,0.268975,0.78795162,0.003804,295096.13,295088.17,2174.76,2005.38,no,yes
8103,0.861933,0.38873507,0.012190,295102.27,295089.35,1106.12,1011.36,no,yes
8104,-0.316177,0.75187161,-0.004471,294815.03,294823.08,1855.69,1740.98,no,yes
8105,-2.039370,0.04142689,-0.028841,295117.54,295148.14,932.38,1175.30,yes,yes
8106,0.042961,0.96573273,0.000608,305674.74,305672.46,3596.26,3907.89,no,yes
8107,0.670970,0.50224740,0.009489,295073.02,295051.79,2401.38,2059.22,no,yes
8108,0.010872,0.99132605,0.000154,294881.10,294880.54,3921.07,3399.73,no,yes
8109,0.479103,0.63187092,0.006776,294868.89,294862.28,986.42,964.44,no,yes
8110,-0.410262,0.68161783,-0.005802,294977.07,294999.55,3853.42,3897.25,no,yes
8111,-0.349165,0.72696916,-0.004938,294805.40,294809.66,811.92,912.66,no,yes
8112,0.319112,0.74964533,0.004513,294913.06,294904.34,2273.28,1517.16,no,yes
8113,-0.760640,0.44688086,-0.010757,294884.74,294895.46,974.94,1018.67,no,yes
8114,0.067513,0.94617400,0.000955,294853.28,294852.31,885.46,1137.87,no,yes
8115,0.384665,0.70048997,0.005440,294832.86,294826.97,1178.46,977.29,no,yes
8116,-0.887818,0.37464980,-0.012556,294992.86,295005.82,913.20,1138.95,no,yes
8117,-0.159974,0.87290291,-0.002262,294824.24,294826.30,922.84,898.09,no,yes
8118,-2.116056,0.03435324,-0.029926,294959.69,294987.55,801.12,1044.80,yes,yes
8119,0.130867,0.89588145,0.001851,295048.41,295046.42,1044.07,1103.96,no,yes
8120,0.091236,0.92730573,0.001290,294909.27,294907.28,1627.49,1441.57,no,yes
8121,-0.562132,0.57403207,-0.007950,294877.30,294884.70,923.83,936.09,no,yes
8122,0.735185,0.46223658,0.010397,295058.98,295039.25,2237.62,1480.20,no,yes
8123,-0.281448,0.77836972,-0.003980,295113.79,295131.94,4335.83,4772.91,no,yes
8124,0.002575,0.99794578,0.000036,294971.08,294970.85,6226.87,6242.00,no,yes
8125,-0.723165,0.46958752,-0.010227,295241.23,295284.86,3535.87,4889.03,no,yes
8126,-0.057284,0.95431920,-0.000810,294984.59,294985.45,1048.53,1066.38,no,yes
8127,0.035728,0.97149984,0.000505,295034.17,295031.82,4956.91,4327.79,no,yes
8128,-0.323012,0.74668987,-0.004568,295057.79,295062.54,1054.76,1023.61,no,yes
8129,-1.555766,0.11977975,-0.022002,294925.37,294946.79,934.47,1010.99,no,yes
8130,-0.180341,0.85688685,-0.002550,294769.10,294773.87,1724.51,2006.31,no,yes
8131,-0.476857,0.63346930,-0.006744,294803.03,294819.18,2177.23,2593.12,no,yes
8132,-1.213254,0.22504701,-0.017158,294946.33,294965.10,1068.72,1118.54,no,yes
8133,0.361427,0.71778425,0.005111,295040.10,295034.94,1019.86,997.45,no,yes
8134,0.690245,0.49004928,0.009762,295116.98,295102.25,1763.67,1201.55,no,yes
8135,0.564334,0.57253414,0.007981,363912.94,363897.13,2317.61,1572.83,no,yes
8136,0.265834,0.79036999,0.003759,295188.40,295178.56,2832.62,2384.16,no,yes
8137,-1.532288,0.12546972,-0.021670,294795.66,294826.39,1103.78,1674.19,no,yes
8138,0.027103,0.97837821,0.000383,294895.74,294894.87,2293.65,2267.34,no,yes
8139,-0.741793,0.45822168,-0.010491,295190.82,295204.52,1199.27,1404.85,no,yes
8140,0.705362,0.48059322,0.009975,294930.73,294911.33,2035.76,1850.67,no,yes
8141,-1.268074,0.20478657,-0.017933,295089.54,295140.06,2614.67,3005.71,no,yes
8142,0.285169,0.77551762,0.004033,295073.15,295069.35,979.67,901.78,no,yes
8143,1.038590,0.29900901,0.014688,295076.79,295063.41,1026.52,779.15,no,yes
8144,-0.299362,0.76466732,-0.004234,294880.74,294893.69,3192.65,2918.94,no,yes
8145,-0.173474,0.86228038,-0.002453,296586.64,296603.20,6716.45,6788.77,no,yes
8146,-0.573786,0.56611999,-0.008115,295056.91,295084.34,2826.45,3855.50,no,yes
8147,0.434973,0.66358671,0.006151,295112.62,295105.18,1271.82,1144.45,no,yes
8148,-0.085793,0.93163194,-0.001213,295005.57,295009.64,3537.27,3149.63,no,yes
8149,-0.118921,0.90533925,-0.001682,295165.35,295168.96,2170.30,2126.55,no,yes
8150,-0.423813,0.67170700,-0.005994,295160.03,295183.31,3454.31,4269.21,no,yes
8151,-1.833897,0.06668582,-0.025935,294946.87,294970.21,734.43,1039.84,no,yes
8152,-1.311793,0.18960711,-0.018552,294860.27,294889.65,1256.17,1853.87,no,yes
8153,-0.062610,0.95007760,-0.000885,294998.85,295000.86,2135.65,2394.37,no,yes
8154,0.003860,0.99691982,0.000055,295070.91,295070.85,1186.63,1086.06,no,yes
8155,-0.506988,0.61216911,-0.007170,295056.07,295061.93,844.61,788.92,no,yes
8156,0.011714,0.99065423,0.000166,294913.83,294913.68,884.58,914.10,no,yes
8157,-0.046385,0.96300366,-0.000656,295077.90,295078.89,1569.38,1456.00,no,yes
8158,0.218821,0.82679207,0.003095,294918.67,294914.10,1489.50,1463.08,no,yes
8159,-0.300406,0.76387044,-0.004248,295031.64,295038.66,1650.86,1650.30,no,yes
8160,-0.117656,0.90634140,-0.001664,295130.89,295134.39,2254.70,1943.77,no,yes
8161,-0.634754,0.52559677,-0.008977,294735.91,294744.99,895.57,1114.13,no,yes
8162,-0.108905,0.91327901,-0.001540,295145.10,295149.66,3112.33,2800.30,no,yes
8163,0.526284,0.59869739,0.007443,294979.84,294966.41,1426.14,2115.09,no,yes
8164,-1.496442,0.13455447,-0.021163,295072.46,295093.73,936.59,1069.12,no,yes
8165,0.660491,0.50894627,0.009341,294853.43,294844.10,999.15,997.20,no,yes
8166,-0.089619,0.92859125,-0.001267,295071.69,295079.66,6343.75,6241.46,no,yes
8167,-1.001469,0.31661292,-0.014163,294869.08,294884.74,942.87,1247.25,no,yes
8168,-0.075896,0.93950280,-0.001073,295060.44,295062.41,2194.93,1390.23,no,yes
8169,0.295998,0.76723436,0.004186,294805.48,294795.33,2373.01,2478.26,no,yes
8170,0.047819,0.96186111,0.000676,295001.70,295001.11,907.95,832.65,no,yes
8171,0.131684,0.89523538,0.001862,295105.25,295102.76,1318.10,1353.95,no,yes
8172,-0.070670,0.94366080,-0.000999,295159.66,295161.28,1711.50,1522.42,no,yes
8173,-1.229927,0.21874279,-0.017394,296110.60,296151.38,1619.20,2893.31,no,yes
8174,-0.808057,0.41906756,-0.011428,294789.22,294810.32,1683.52,1995.16,no,yes
8175,-0.360662,0.71835592,-0.005101,294815.29,294827.78,2425.17,2472.37,no,yes
8176,0.790147,0.42945177,0.011174,294965.50,294955.62,995.75,754.99,no,yes
8177,0.744137,0.45680257,0.010524,295096.46,295087.09,884.25,895.51,no,yes
8178,0.106086,0.91551552,0.001500,294999.95,294998.21,1171.71,1150.16,no,yes
8179,-0.418806,0.67536255,-0.005923,300589.62,300601.82,2097.66,2023.77,no,yes
8180,0.550161,0.58221528,0.007780,295008.53,294992.01,2280.22,1951.96,no,yes
8181,0.907866,0.36396002,0.012839,294858.22,294846.68,902.84,894.87,no,yes
8182,-0.487407,0.62597511,-0.006893,294938.30,294945.86,1044.82,1148.50,no,yes
8183,0.159554,0.87323421,0.002256,294974.18,294969.64,1957.80,2059.81,no,yes
8184,-0.318202,0.75033498,-0.004500,294956.12,294973.34,3819.78,3836.15,no,yes
8185,-0.655423,0.51220275,-0.009269,295217.92,295225.88,840.34,876.87,no,yes
8186,-0.030287,0.97583818,-0.000428,295122.78,295123.20,986.72,1014.82,no,yes
8187,0.438828,0.66079079,0.006206,295168.13,295157.69,1501.40,1844.82,no,yes
8188,-0.217854,0.82754514,-0.003081,295141.18,295145.27,1358.61,1291.03,no,yes
8189,-1.354789,0.17550063,-0.019160,307419.96,307437.27,828.61,972.02,no,yes
8190,-0.743502,0.45718754,-0.010515,295077.67,295100.60,1767.59,2526.99,no,yes
8191,1.211539,0.22570374,0.017134,294999.23,294977.55,1367.92,1153.32,no,yes
8192,-0.541301,0.58830582,-0.007655,295147.41,295163.26,2100.24,2040.67,no,yes
8193,-0.011317,0.99097090,-0.000160,295083.60,295083.79,1282.78,1138.54,no,yes
8194,-0.267347,0.78920501,-0.003781,295113.61,295120.10,1673.91,1757.94,no,yes
8195,-0.238085,0.81181807,-0.003367,294739.54,294743.38,1252.28,1015.05,no,yes
8196,-0.826245,0.40867607,-0.011685,294866.54,294884.79,1298.35,1787.12,no,yes
8197,0.005632,0.99550669,0.000080,294779.12,294779.05,916.25,894.19,no,yes
8198,0.347135,0.72849367,0.004909,294834.22,294829.59,950.55,939.61,no,yes
8199,0.725315,0.46826716,0.010258,294881.31,294871.26,1045.14,909.23,no,yes
8200,0.003500,0.99720721,0.000050,305885.77,305883.00,56001.37,55930.45,no,yes
8201,-0.293531,0.76911970,-0.004151,295201.72,295221.93,4399.61,5299.33,no,yes
8202,0.665322,0.50585215,0.009409,295042.88,295033.33,1042.38,987.01,no,yes
8203,-0.525304,0.59937777,-0.007429,295051.03,295058.28,894.04,1053.06,no,yes
8204,0.184528,0.85360108,0.002610,295300.08,295294.68,1778.70,2328.96,no,yes
8205,-0.697927,0.48523114,-0.009870,294933.69,294943.03,856.09,1028.28,no,yes
8206,0.142743,0.88649441,0.002019,295073.02,295070.77,1098.85,1137.22,no,yes
8207,-0.005469,0.99563654,-0.000077,294786.33,294786.39,817.04,900.58,no,yes
8208,-0.115873,0.90775485,-0.001639,295122.85,295126.51,1743.50,2637.28,no,yes
8209,-0.423494,0.67193941,-0.005989,294946.58,294953.13,1040.66,1143.77,no,yes
8210,0.425280,0.67063679,0.006014,295053.75,295041.88,1978.03,1968.74,no,yes
8211,-0.353078,0.72403408,-0.004993,294881.70,294887.92,1093.35,1379.25,no,yes
8212,0.004621,0.99631322,0.000065,294859.35,294859.28,1140.11,1090.49,no,yes
8213,-0.857276,0.39130276,-0.012124,294828.48,294840.22,918.78,1015.16,no,yes
8214,-0.223377,0.82324420,-0.003159,294941.04,294946.09,1593.54,1601.98,no,yes
8215,0.064878,0.94827165,0.000918,294876.61,294875.67,1046.43,994.51,no,yes
8216,0.143633,0.88579177,0.002031,295587.20,295581.66,2960.30,2477.98,no,yes
8217,0.344208,0.73069356,0.004868,294894.44,294885.46,1847.08,1842.61,no,yes
8218,-0.052551,0.95809019,-0.000743,294894.02,294895.40,1854.67,1881.05,no,yes
8219,0.299495,0.76456575,0.004236,294841.74,294835.91,1655.81,1028.58,no,yes
8220,0.643931,0.51962748,0.009107,295062.12,295052.33,1114.27,1034.68,no,yes
8221,2.026470,0.04273174,0.028659,294815.23,294791.05,988.54,668.20,yes,yes
8222,0.953011,0.34059896,0.013478,295547.42,295527.16,1838.89,1067.07,no,yes
8223,-0.699785,0.48406985,-0.009896,295085.12,295096.86,1131.51,1238.35,no,yes
8224,-0.099281,0.92091635,-0.001404,295071.43,295073.66,1455.27,1711.36,no,yes
8225,-0.805872,0.42032633,-0.011397,294873.02,294901.53,2333.86,2658.20,no,yes
8226,-0.453011,0.65054601,-0.006407,310332.92,310338.87,927.39,930.30,no,yes
8227,-0.274348,0.78382042,-0.003880,295146.28,295151.58,1310.05,1415.49,no,yes
8228,-0.038156,0.96956360,-0.000540,295122.06,295123.83,3795.12,2675.29,no,yes
8229,1.294162,0.19562562,0.018302,295156.77,295139.93,1046.75,772.10,no,yes
8230,0.158560,0.87401684,0.002242,295101.14,295098.72,1077.99,1085.14,no,yes
8231,-0.399723,0.68936511,-0.005653,295119.52,295132.42,2244.09,2319.54,no,yes
8232,-0.010185,0.99187366,-0.000144,295093.61,295093.86,1520.12,1947.16,no,yes
8233,-0.318538,0.75008027,-0.004505,294906.26,294917.03,2331.16,2452.93,no,yes
8234,-0.838395,0.40181884,-0.011857,294930.44,294948.82,1483.79,1614.27,no,yes
8235,0.721777,0.47043989,0.010207,295041.04,295031.77,963.21,850.99,no,yes
8236,-0.447367,0.65461491,-0.006327,294728.88,294734.76,954.20,904.10,no,yes
8237,0.466012,0.64121275,0.006590,294915.81,294903.46,2145.88,1555.00,no,yes
8238,-1.940171,0.05237345,-0.027438,294987.53,295037.70,1646.22,1994.41,no,yes
8239,0.197152,0.84371051,0.002788,294958.59,294946.64,4519.85,4039.76,no,yes
8240,0.044685,0.96435860,0.000632,295088.71,295087.84,1343.15,1413.78,no,yes
8241,-0.141096,0.88779580,-0.001995,295091.00,295092.98,956.74,1025.25,no,yes
8242,0.002740,0.99781408,0.000039,294928.50,294928.32,4332.85,4563.38,no,yes
8243,-0.572297,0.56712909,-0.008094,295056.64,295082.77,2078.70,4064.52,no,yes
8244,0.563887,0.57283731,0.007975,294862.73,294855.56,943.64,852.21,no,yes
8245,-0.176062,0.86024727,-0.002490,294936.32,294942.59,2518.44,2516.88,no,yes
8246,0.458984,0.64625045,0.006491,294860.53,294854.37,959.48,939.54,no,yes
8247,0.130751,0.89597383,0.001849,294869.09,294865.42,2103.74,1857.25,no,yes
8248,-0.572527,0.56697219,-0.008097,295123.09,295136.84,1379.52,1964.81,no,yes
8249,-1.342689,0.17939293,-0.018988,302878.16,302926.76,1683.42,3204.29,no,yes
8250,-0.531280,0.59523062,-0.007513,295013.17,295032.18,2229.60,2798.19,no,yes
8251,-0.366544,0.71396294,-0.005184,294988.23,294997.19,1796.08,1657.54,no,yes
8252,-0.249918,0.80265304,-0.003534,295209.26,295216.82,2005.87,2266.11,no,yes
8253,0.208247,0.83503845,0.002945,294867.23,294863.86,1203.67,1079.79,no,yes
8254,-0.485460,0.62735511,-0.006865,294889.36,294906.52,2415.54,2578.68,no,yes
8255,-0.627561,0.53029888,-0.008875,294797.36,294805.74,931.85,955.76,no,yes
8256,-0.231313,0.81707431,-0.003271,294838.88,294842.19,1036.41,988.17,no,yes
8257,0.142854,0.88640661,0.002020,294853.80,294851.57,1017.18,1183.76,no,yes
8258,-0.149306,0.88131369,-0.002112,294887.94,294896.66,4190.22,4065.21,no,yes
8259,1.517600,0.12913816,0.021462,294798.17,294760.88,2247.16,994.27,no,yes
8260,-1.232545,0.21776030,-0.017431,294832.82,294849.48,889.08,1017.98,no,yes
8261,0.055818,0.95548757,0.000789,295091.34,295090.63,905.66,887.55,no,yes
8262,-0.572141,0.56723268,-0.008091,294942.40,294968.47,3191.62,3251.03,no,yes
8263,0.024082,0.98078734,0.000341,295099.82,295099.12,1903.82,2203.61,no,yes
8264,0.204790,0.83773806,0.002896,294793.64,294787.14,2297.42,2191.18,no,yes
8265,0.007605,0.99393185,0.000108,294828.63,294828.52,1001.68,1021.33,no,yes
8266,0.046475,0.96293205,0.000657,294776.61,294775.93,1139.32,904.58,no,yes
8267,-0.520023,0.60305365,-0.007354,304776.57,304792.83,2053.55,2356.63,no,yes
8268,1.093321,0.27426698,0.015462,294953.09,294937.48,1123.22,882.31,no,yes
8269,0.045611,0.96362086,0.000645,294928.42,294927.61,1042.77,1448.60,no,yes
8270,0.130948,0.89581817,0.001852,294833.69,294829.93,1651.89,2349.28,no,yes
8271,-0.039814,0.96824146,-0.000563,295015.45,295016.77,2257.04,2414.75,no,yes
8272,0.266937,0.78952031,0.003775,300619.68,300610.59,2750.76,2008.97,no,yes
8273,-0.077424,0.93828739,-0.001095,295027.12,295029.18,1766.13,1987.39,no,yes
8274,-1.298575,0.19410787,-0.018365,294883.06,294924.41,1663.47,2715.48,no,yes
8275,-1.039722,0.29848182,-0.014704,294787.86,294805.76,1147.19,1284.47,no,yes
8276,-0.673187,0.50083607,-0.009520,295058.47,295069.58,1139.19,1193.06,no,yes
8277,0.217674,0.82768545,0.003078,295121.52,295111.32,3202.85,3419.82,no,yes
8278,0.076000,0.93942014,0.001075,295082.56,295080.17,2548.55,1845.96,no,yes
8279,0.033656,0.97315184,0.000476,294882.48,294880.84,3797.71,3065.02,no,yes
8280,-0.161429,0.87175737,-0.002283,295064.79,295067.02,970.84,989.17,no,yes
8281,0.067597,0.94610725,0.000956,295029.95,295028.23,1808.96,1794.92,no,yes
8282,0.556739,0.57771467,0.007873,295100.87,295087.35,2183.73,1060.83,no,yes
8283,-0.353951,0.72337980,-0.005006,294825.67,294837.53,2554.88,2169.63,no,yes
8284,0.652960,0.51378944,0.009234,294862.72,294854.28,918.16,909.71,no,yes
8285,-0.991761,0.32132703,-0.014026,295096.14,295125.30,1765.30,2351.33,no,yes
8286,2.036106,0.04175845,0.028795,295079.99,295037.95,1877.51,858.48,yes,yes
8287,1.109684,0.26714871,0.015693,294992.17,294975.91,1087.28,982.63,no,yes
8288,-0.984093,0.32508185,-0.013917,300637.82,300660.01,1497.50,1686.17,no,yes
8289,0.414764,0.67831927,0.005866,295457.87,295451.07,1255.83,1056.38,no,yes
8290,-0.799754,0.42386273,-0.011310,295033.61,295043.85,866.33,942.34,no,yes
8291,-0.647428,0.51736277,-0.009156,295111.61,295121.52,1010.75,1149.44,no,yes
8292,-0.622396,0.53368880,-0.008802,294951.21,294975.71,2817.16,2750.26,no,yes
8293,0.376415,0.70661244,0.005323,294717.85,294713.21,869.56,874.91,no,yes
8294,-0.018122,0.98554164,-0.000256,294887.23,294887.50,1151.31,946.53,no,yes
8295,-1.410010,0.15855324,-0.019941,294924.21,294942.95,807.64,1055.25,no,yes
8296,0.748829,0.45396898,0.010590,294999.14,294983.74,1518.17,1388.64,no,yes
8297,-0.714048,0.47520620,-0.010098,295078.79,295090.83,1098.73,1277.86,no,yes
8298,-0.165429,0.86860792,-0.002340,294834.17,294836.39,909.12,986.03,no,yes
8299,0.411895,0.68042071,0.005825,294762.82,294752.19,1873.04,1777.29,no,yes
8300,0.437560,0.66171100,0.006188,294975.97,294952.30,4546.65,2929.94,no,yes
8301,-0.353978,0.72335909,-0.005006,295332.33,295365.36,6628.82,6569.08,no,yes
8302,-0.064664,0.94844220,-0.000914,295200.05,295202.20,2381.86,2331.11,no,yes
8303,0.110495,0.91201821,0.001563,295043.88,295042.46,906.58,907.02,no,yes
8304,-0.626224,0.53117560,-0.008856,294793.40,294809.24,1981.26,1573.64,no,yes
8305,-0.257052,0.79714129,-0.003635,294790.47,294794.36,953.12,1175.75,no,yes
8306,-0.735342,0.46213987,-0.010399,294896.97,294905.50,804.15,835.16,no,yes
8307,-0.004879,0.99610685,-0.000069,304794.48,304794.62,2276.21,1842.74,no,yes
8308,0.192507,0.84734689,0.002722,294754.59,294751.63,1133.12,1037.05,no,yes
8309,0.115844,0.90777773,0.001638,295006.05,295001.80,2916.38,2219.58,no,yes
8310,-0.176491,0.85991044,-0.002496,297842.55,297847.38,1519.51,2278.67,no,yes
8311,-0.361016,0.71809164,-0.005106,294914.49,294928.44,2689.02,2772.42,no,yes
8312,0.331996,0.73989579,0.004695,294980.76,294975.92,1046.79,1011.51,no,yes
8313,-1.065394,0.28671109,-0.015067,294858.44,294888.45,1789.68,2175.15,no,yes
8314,-0.417633,0.67621973,-0.005906,310365.07,310370.61,899.41,973.85,no,yes
8315,0.177522,0.85910028,0.002511,295142.97,295135.38,3032.54,3011.62,no,yes
8316,-0.318981,0.74974461,-0.004511,297987.82,297992.30,993.52,992.13,no,yes
8317,-0.700763,0.48345904,-0.009910,390661.03,390748.57,8318.57,9320.99,no,yes
8318,0.115282,0.90822314,0.001630,294966.65,294961.86,3007.49,2869.59,no,yes
8319,-0.335032,0.73760427,-0.004738,294738.11,294742.70,890.79,1041.71,no,yes
8320,-0.282062,0.77789921,-0.003989,295198.72,295207.81,2175.12,2374.20,no,yes
8321,0.453149,0.65044620,0.006408,295109.52,295103.64,928.07,908.61,no,yes
8322,-0.472960,0.63624726,-0.006689,295036.68,295051.83,2514.20,1987.00,no,yes
8323,-0.189463,0.84973200,-0.002679,294989.76,294992.44,992.50,1002.47,no,yes
8324,-1.144032,0.25262599,-0.016179,295096.52,295123.57,1322.60,1959.96,no,yes
8325,-0.571251,0.56783718,-0.008079,295266.43,295279.57,1190.76,1967.97,no,yes
8326,-0.234286,0.81476556,-0.003313,295208.80,295231.15,6687.90,6802.39,no,yes
8327,1.870510,0.06142836,0.026453,295167.84,295138.01,1249.84,990.38,no,yes
8328,0.400272,0.68896039,0.005661,294866.45,294861.60,924.62,783.98,no,yes
8329,0.177305,0.85927049,0.002507,294920.28,294916.75,1501.61,1307.17,no,yes
8330,0.956406,0.33887853,0.013526,294709.97,294694.59,1139.16,1134.55,no,yes
8331,0.477801,0.63279855,0.006757,294920.42,294903.66,3011.90,1799.15,no,yes
8332,0.352959,0.72412271,0.004992,294815.11,294804.13,2258.57,2140.15,no,yes
8333,0.990996,0.32169947,0.014015,294924.80,294912.26,947.76,838.79,no,yes
8334,0.106327,0.91532424,0.001504,295008.63,295006.22,1862.97,1280.94,no,yes
8335,0.899283,0.36851284,0.012718,295032.25,295019.92,993.98,944.11,no,yes
8336,0.160759,0.87228503,0.002273,295107.60,295103.89,1997.06,1156.33,no,yes
8337,-0.565512,0.57173211,-0.007998,300671.62,300680.50,1004.43,1204.90,no,yes
8338,-0.442671,0.65800822,-0.006260,295008.59,295027.22,2983.29,2969.04,no,yes
8339,-0.177997,0.85872712,-0.002517,295250.79,295266.78,6426.58,6281.50,no,yes
8340,-0.639842,0.52228352,-0.009049,295093.03,295109.57,1509.51,2099.11,no,yes
8341,0.754558,0.45052347,0.010671,294904.45,294893.55,1082.76,954.81,no,yes
8342,-1.820541,0.06869971,-0.025746,294744.54,294783.38,775.09,1987.93,no,yes
8343,-0.443679,0.65727933,-0.006275,294891.48,294905.11,2186.17,2157.75,no,yes
8344,-0.303725,0.76134067,-0.004295,295042.61,295046.29,890.60,817.27,no,yes
8345,0.063629,0.94926623,0.000900,295200.62,295197.19,3894.70,3738.53,no,yes
8346,-0.657286,0.51100460,-0.009295,294913.05,294922.58,1038.17,1012.16,no,yes
8347,0.619571,0.53554799,0.008762,295123.84,295113.65,1316.71,986.69,no,yes
8348,0.245404,0.80614699,0.003471,294981.39,294975.14,2159.83,1349.77,no,yes
8349,-0.427762,0.66882898,-0.006049,295015.77,295026.11,1629.46,1785.74,no,yes
8350,-0.278420,0.78069325,-0.003937,295034.57,295047.27,3014.70,3422.66,no,yes
8351,-1.281907,0.19989027,-0.018129,294875.20,294909.33,1769.84,1988.68,no,yes
8352,-0.282212,0.77778381,-0.003991,296118.90,296127.79,2146.65,2303.08,no,yes
8353,0.390244,0.69636043,0.005519,294922.92,294916.76,1107.04,1125.44,no,yes
8354,0.813602,0.41588498,0.011506,295153.00,295115.75,3929.79,2348.82,no,yes
8355,0.267813,0.78884576,0.003787,295099.37,295091.67,1975.36,2086.64,no,yes
8356,-0.123856,0.90143085,-0.001752,295073.63,295075.55,994.33,1190.34,no,yes
8357,-0.442938,0.65781549,-0.006264,295059.06,295069.52,1490.54,1832.48,no,yes
8358,-0.292828,0.76965672,-0.004141,295273.08,295281.66,2183.41,1954.72,no,yes
8359,-0.181552,0.85593642,-0.002568,294862.95,294868.28,2034.46,2114.28,no,yes
8360,-0.124449,0.90096072,-0.001760,295128.80,295132.86,2239.87,2363.64,no,yes
8361,0.193613,0.84648094,0.002738,294843.67,294841.17,917.68,904.56,no,yes
8362,0.076835,0.93875583,0.001087,294933.21,294928.97,3681.95,4121.92,no,yes
8363,-0.441481,0.65886978,-0.006243,294794.21,294808.49,1869.30,2639.47,no,yes
8364,-0.256690,0.79742097,-0.003630,294836.83,294841.04,1257.12,1054.36,no,yes
8365,-0.427967,0.66867973,-0.006052,294824.15,294837.23,2195.09,2125.27,no,yes
8366,0.173045,0.86261772,0.002447,295055.90,295053.38,1112.43,937.91,no,yes
8367,0.982234,0.32599679,0.013891,295133.97,295097.60,2873.25,2336.39,no,yes
8368,1.255004,0.20949221,0.017748,294965.17,294948.32,998.57,898.01,no,yes
8369,-1.268161,0.20475589,-0.017935,295053.19,295069.97,833.27,1027.44,no,yes
8370,-0.841264,0.40021232,-0.011897,295116.53,295138.52,1334.92,2247.50,no,yes
8371,-0.828024,0.40766657,-0.011710,295055.65,295068.35,1063.38,1105.06,no,yes
8372,0.491520,0.62306435,0.006951,294871.08,294854.79,2668.83,1966.84,no,yes
8373,-0.494651,0.62085190,-0.006995,295118.07,295125.28,997.21,1064.00,no,yes
8374,0.876000,0.38104069,0.012389,295146.50,295135.50,929.25,845.26,no,yes
8375,0.154663,0.87708868,0.002187,295066.68,295064.72,845.05,948.20,no,yes
8376,0.252635,0.80055279,0.003573,295164.39,295157.13,2228.35,1813.13,no,yes
8377,-0.513958,0.60728684,-0.007268,295232.41,295278.24,6196.60,6412.93,no,yes
8378,0.534481,0.59301456,0.007559,295364.91,295353.72,1516.23,1442.94,no,yes
8379,0.257165,0.79705428,0.003637,294913.51,294906.88,1882.48,1757.87,no,yes
8380,-1.407597,0.15926623,-0.019906,294986.59,295005.48,909.40,987.16,no,yes
8381,-0.056947,0.95458786,-0.000805,295354.19,295357.35,4535.22,3200.11,no,yes
8382,0.225861,0.82131207,0.003194,295194.92,295191.36,1175.50,1045.31,no,yes
8383,-1.017128,0.30910513,-0.014384,295121.03,295135.39,892.65,1093.88,no,yes
8384,-1.076260,0.28182417,-0.015221,295174.29,295202.34,1679.13,1994.03,no,yes
8385,-0.293788,0.76892328,-0.004155,294878.52,294882.43,920.18,960.97,no,yes
8386,0.986168,0.32406297,0.013947,295118.58,295102.71,1208.87,1062.07,no,yes
8387,0.684194,0.49386150,0.009676,294961.70,294952.03,1129.59,847.06,no,yes
8388,0.622926,0.53334161,0.008810,295099.45,295085.64,1903.84,1135.44,no,yes
8389,-0.042999,0.96570264,-0.000608,363918.09,363919.29,1869.33,2059.00,no,yes
8390,0.582114,0.56049664,0.008232,295070.79,295061.51,1193.81,1057.36,no,yes
8391,0.019867,0.98414988,0.000281,294955.22,294954.83,1481.75,1352.75,no,yes
8392,-0.565117,0.57200062,-0.007992,294858.27,294866.87,949.60,1190.97,no,yes
