run,t_stat,p_value,cohens_d,fixed_mean_ns,random_mean_ns,fixed_std_ns,random_std_ns,significant,negligible
7230,0.511354,0.60910855,0.007232,293674.45,293647.20,3744.00,3791.73,no,yes
7231,0.962718,0.33570108,0.013615,293571.50,293555.26,1272.86,1105.98,no,yes
7232,0.435416,0.66326528,0.006158,293621.49,293603.02,3367.26,2581.36,no,yes
7233,-0.702960,0.48208890,-0.009941,293193.89,293203.97,965.91,1060.65,no,yes
7234,0.307954,0.75812059,0.004355,293375.94,293370.30,1358.78,1229.99,no,yes
7235,-0.135572,0.89216084,-0.001917,293590.13,293593.41,1703.31,1715.47,no,yes
7236,-0.699662,0.48414705,-0.009895,293304.27,293313.40,847.07,992.52,no,yes
7237,0.859422,0.39011822,0.012154,293647.87,293625.78,1785.20,1848.67,no,yes
7238,1.225450,0.22042541,0.017330,293515.63,293459.85,4082.54,2012.76,no,yes
7239,-1.195063,0.23207670,-0.016901,293635.12,293650.43,861.47,947.83,no,yes
7240,-0.740016,0.45929983,-0.010465,293247.56,293278.28,2435.92,3359.92,no,yes
7241,-0.887957,0.37457478,-0.012558,293727.04,293754.95,2055.68,2377.02,no,yes
7242,0.298135,0.76560341,0.004216,293379.87,293366.46,3118.38,3244.86,no,yes
7243,-0.106136,0.91547537,-0.001501,294873.63,294882.97,6029.59,6406.21,no,yes
7244,1.174267,0.24030584,0.016607,293329.20,293278.95,3742.43,2075.72,no,yes
7245,-0.965853,0.33412963,-0.013659,293496.49,293512.38,1114.47,1209.63,no,yes
7246,1.497848,0.13418978,0.021183,293223.25,293192.05,1659.76,1258.46,no,yes
7247,0.934631,0.34999111,0.013218,293374.05,293335.08,3395.70,2420.47,no,yes
7248,0.722756,0.46983841,0.010221,293453.56,293435.17,1783.74,1814.36,no,yes
7249,1.162273,0.24513896,0.016437,293642.02,293623.56,1241.35,991.31,no,yes
7250,0.741028,0.45868713,0.010480,293602.89,293585.48,2002.22,1229.82,no,yes
7251,-0.527858,0.59760393,-0.007465,293469.52,293476.85,1003.95,960.25,no,yes
7252,-0.571112,0.56793011,-0.008077,295593.12,295600.50,821.55,997.44,no,yes
7253,0.092501,0.92630058,0.001308,293574.48,293573.25,934.36,950.80,no,yes
7254,-0.046761,0.96270449,-0.000661,293656.23,293656.96,1087.97,1119.30,no,yes
7255,0.009420,0.99248402,0.000133,293543.85,293543.70,1179.44,1025.03,no,yes
7256,0.402439,0.68736554,0.005691,293520.41,293502.79,3176.72,3010.70,no,yes
7257,1.160218,0.24597467,0.016408,293168.66,293152.64,1088.83,848.42,no,yes
7258,0.270419,0.78684094,0.003824,293378.44,293373.64,1138.68,1360.50,no,yes
7259,0.319742,0.74916725,0.004522,293435.58,293430.16,1214.58,1178.33,no,yes
7260,-0.851378,0.39457036,-0.012040,293363.29,293389.27,1878.19,2405.63,no,yes
7261,-0.193202,0.84680310,-0.002732,293301.78,293304.45,978.63,980.68,no,yes
7262,0.235023,0.81419315,0.003324,293580.04,293569.26,3233.36,3255.76,no,yes
7263,1.233919,0.21724967,0.017450,293627.29,293574.41,3560.88,2384.38,no,yes
7264,0.877367,0.38029830,0.012408,293657.75,293576.02,7063.48,6073.63,no,yes
7265,-1.372929,0.16979052,-0.019416,293461.73,293481.51,896.30,1127.21,no,yes
7266,-0.057817,0.95389518,-0.000818,293450.65,293451.68,1131.79,1382.71,no,yes
7267,-0.216638,0.82849238,-0.003064,293430.18,293438.30,2412.88,2873.31,no,yes
7268,-0.420780,0.67392093,-0.005951,293397.92,293409.49,1665.72,2187.93,no,yes
7269,0.544299,0.58624200,0.007698,293520.79,293501.21,2626.29,2458.70,no,yes
7270,0.164096,0.86965745,0.002321,308792.38,308789.20,1624.45,1053.44,no,yes
7271,0.081116,0.93535084,0.001147,293259.86,293257.25,2435.08,2105.29,no,yes
7272,-0.603511,0.54617625,-0.008535,293572.80,293599.63,2572.04,3626.12,no,yes
7273,-0.151786,0.87935729,-0.002147,293288.22,293293.78,2222.26,2911.05,no,yes
7274,0.229878,0.81818887,0.003251,293460.79,293454.48,1804.81,2065.68,no,yes
7275,0.063855,0.94908601,0.000903,293513.02,293512.04,1075.45,1096.42,no,yes
7276,1.918046,0.05512315,0.027125,293479.77,293386.49,4224.67,2408.28,no,yes
7277,1.008880,0.31304773,0.014268,293640.87,293603.84,3191.83,1812.38,no,yes
7278,-1.016136,0.30957896,-0.014370,293522.53,293539.25,891.52,1383.06,no,yes
7279,-0.978681,0.32774989,-0.013841,293392.60,293406.50,885.98,1110.19,no,yes
7280,-1.414483,0.15724100,-0.020004,293370.77,293400.04,945.58,1840.71,no,yes
7281,-0.393646,0.69384665,-0.005567,293218.11,293227.19,1724.64,1532.92,no,yes
7282,-1.392695,0.16372787,-0.019696,293534.62,293556.40,1021.09,1184.04,no,yes
7283,0.337888,0.73545082,0.004778,293642.02,293627.62,2878.23,3140.71,no,yes
7284,-0.538925,0.58994522,-0.007622,293291.93,293316.20,2773.16,3547.71,no,yes
7285,-0.019745,0.98424710,-0.000279,293398.30,293398.86,1784.11,2228.79,no,yes
7286,-0.904970,0.36549296,-0.012798,293404.84,293450.49,3056.06,4013.88,no,yes
7287,-1.151261,0.24963922,-0.016281,293162.70,293179.88,956.06,1146.24,no,yes
7288,-0.834680,0.40390877,-0.011804,293357.60,293401.57,3122.98,4242.88,no,yes
7289,1.123585,0.26120278,0.015890,293617.49,293580.85,2481.21,2117.05,no,yes
7290,-1.724011,0.08472183,-0.024381,293173.00,293196.88,885.95,1064.27,no,yes
7291,0.848624,0.39610067,0.012001,293507.20,293493.90,1161.39,1052.53,no,yes
7292,0.125744,0.89993610,0.001778,293585.80,293582.95,1631.57,1563.13,no,yes
7293,0.174434,0.86152607,0.002467,294110.55,294104.93,2323.88,2235.12,no,yes
7294,-0.209036,0.83442202,-0.002956,293363.73,293373.26,3190.09,3256.45,no,yes
7295,-0.458591,0.64653268,-0.006485,293415.78,293422.43,1044.60,1007.00,no,yes
7296,0.648748,0.51650913,0.009175,293335.35,293323.04,1472.33,1197.76,no,yes
7297,-0.184630,0.85352132,-0.002611,293374.34,293382.01,2919.09,2952.76,no,yes
7298,-0.425831,0.67023596,-0.006022,303986.25,304014.52,4317.77,5041.96,no,yes
7299,0.042238,0.96630966,0.000597,293521.56,293520.58,1620.85,1650.90,no,yes
7300,-0.338620,0.73489956,-0.004789,293344.51,293349.50,1038.58,1044.23,no,yes
7301,0.963729,0.33519408,0.013629,293233.89,293208.15,2082.40,1672.63,no,yes
7302,1.524964,0.12728900,0.021566,293250.57,293210.57,2323.09,1218.17,no,yes
7303,1.156959,0.24730301,0.016362,293380.52,293363.23,1119.48,989.84,no,yes
7304,1.279865,0.20061031,0.018100,302274.58,302245.73,1914.39,1191.04,no,yes
7305,-1.252145,0.21053648,-0.017708,293625.01,293685.35,2252.56,4260.03,no,yes
7306,0.506150,0.61275768,0.007158,293671.33,293642.00,4716.47,3367.42,no,yes
7307,-0.414222,0.67871601,-0.005858,293168.20,293174.03,958.30,1031.32,no,yes
7308,0.247773,0.80431268,0.003504,293591.06,293580.99,3250.79,2442.98,no,yes
7309,-0.265078,0.79095175,-0.003749,303310.16,303321.39,2861.62,3125.30,no,yes
7310,-0.205195,0.83742159,-0.002902,293215.35,293224.16,3096.60,2973.13,no,yes
7311,1.702764,0.08863327,0.024081,293437.66,293369.56,3576.41,1791.05,no,yes
7312,0.867112,0.38589244,0.012263,294090.83,294046.00,4216.07,2992.05,no,yes
7313,0.670393,0.50261528,0.009481,293231.73,293220.82,1218.41,1078.99,no,yes
7314,-1.276574,0.20177412,-0.018053,293474.96,293528.22,1721.54,3800.55,no,yes
7315,-0.433857,0.66439741,-0.006136,293419.06,293433.24,1990.59,2591.69,no,yes
7316,-0.974116,0.33001905,-0.013776,293604.02,293642.67,1147.84,3798.01,no,yes
7317,0.160835,0.87222539,0.002275,293482.40,293480.40,937.87,820.41,no,yes
7318,0.728081,0.46657260,0.010297,293462.49,293453.75,886.64,809.71,no,yes
7319,-0.187649,0.85115400,-0.002654,293482.64,293491.33,3154.07,3392.46,no,yes
7320,0.347726,0.72804983,0.004918,293425.96,293411.55,3114.79,2733.86,no,yes
7321,-0.273875,0.78418329,-0.003873,293230.49,293241.45,2650.24,2996.51,no,yes
7322,-0.251573,0.80137347,-0.003558,293478.21,293486.49,2449.20,2196.07,no,yes
7323,0.130965,0.89580435,0.001852,293680.68,293668.06,6825.96,6802.59,no,yes
7324,-1.031979,0.30209608,-0.014594,293394.44,293433.73,2166.58,3130.57,no,yes
7325,-1.425136,0.15414019,-0.020154,293353.96,293442.69,2562.15,5673.83,no,yes
7326,0.453257,0.65036902,0.006410,293601.62,293592.06,1384.80,1592.63,no,yes
7327,-0.429572,0.66751179,-0.006075,293470.29,293481.33,1503.46,2084.26,no,yes
7328,0.818962,0.41281948,0.011582,293498.65,293470.28,2896.72,1898.33,no,yes
7329,-0.570021,0.56867050,-0.008061,293360.68,293368.04,784.50,1024.60,no,yes
7330,0.216424,0.82865960,0.003061,293286.96,293279.49,2348.04,2530.39,no,yes
7331,0.502525,0.61530370,0.007107,293366.85,293351.36,2230.77,2127.82,no,yes
7332,-0.352887,0.72417702,-0.004991,293230.98,293235.84,940.90,1003.99,no,yes
7333,-0.253485,0.79989639,-0.003585,296254.77,296262.95,2079.55,2465.55,no,yes
7334,0.762533,0.44575073,0.010784,293214.44,293203.17,1029.68,1061.87,no,yes
7335,0.490578,0.62373036,0.006938,293510.33,293492.09,2932.55,2283.47,no,yes
7336,-0.105713,0.91581083,-0.001495,293388.30,293393.80,3790.16,3555.87,no,yes
7337,0.486028,0.62695254,0.006873,293469.10,293447.75,3259.82,2943.71,no,yes
7338,1.099644,0.27150464,0.015551,293433.96,293411.25,1830.44,955.61,no,yes
7339,-0.773521,0.43922313,-0.010939,293522.89,293534.96,1060.80,1143.98,no,yes
7340,-0.039296,0.96865494,-0.000556,293858.62,293862.34,6521.19,6863.04,no,yes
7341,0.255816,0.79809564,0.003618,293608.89,293600.81,2166.77,2298.06,no,yes
7342,0.156317,0.87578486,0.002211,293669.60,293661.61,3452.52,3763.79,no,yes
7343,0.405337,0.68523421,0.005732,293619.30,293607.20,1844.84,2345.33,no,yes
7344,1.541810,0.12313591,0.021804,293385.50,293360.90,1058.09,1194.89,no,yes
7345,-0.093591,0.92543496,-0.001324,293424.10,293425.60,1090.79,1163.88,no,yes
7346,-0.247403,0.80459927,-0.003499,293406.18,293417.83,3223.84,3430.99,no,yes
7347,-0.329615,0.74169511,-0.004661,293700.15,293708.15,2009.85,1361.56,no,yes
7348,-0.670187,0.50274653,-0.009478,293480.69,293491.54,1059.21,1223.35,no,yes
7349,0.492702,0.62222841,0.006968,293658.15,293634.36,3571.62,3251.43,no,yes
7350,-0.303844,0.76124991,-0.004297,294044.03,294056.02,2977.17,2588.36,no,yes
7351,1.309944,0.19023453,0.018525,293782.33,293698.49,5648.98,3009.85,no,yes
7352,1.499413,0.13378493,0.021205,293532.70,293469.24,3554.63,2297.31,no,yes
7353,0.564402,0.57248700,0.007982,293406.89,293387.95,2212.91,2524.10,no,yes
7354,0.419767,0.67466033,0.005936,293562.08,293545.26,2984.48,2673.40,no,yes
7355,1.940494,0.05234495,0.027443,293616.11,293529.57,4339.90,1024.64,no,yes
7356,0.113888,0.90932799,0.001611,293420.08,293418.37,1026.45,1090.05,no,yes
7357,0.868196,0.38529937,0.012278,298591.04,298535.00,5477.29,3414.58,no,yes
7358,0.330575,0.74096868,0.004675,293271.02,293257.37,3041.12,2794.16,no,yes
7359,-0.637792,0.52361684,-0.009020,298490.84,298506.95,1642.71,1918.81,no,yes
7360,-0.867036,0.38593659,-0.012262,293192.28,293212.79,1039.81,2125.14,no,yes
7361,0.485548,0.62729335,0.006867,293409.12,293397.72,1929.68,1338.83,no,yes
7362,-1.885605,0.05937361,-0.026666,293331.68,293406.54,1012.31,3838.72,no,yes
7363,0.787577,0.43095832,0.011138,293464.43,293442.85,2527.75,1057.71,no,yes
7364,0.793762,0.42734401,0.011225,293261.79,293239.02,2220.56,1816.64,no,yes
7365,-0.405057,0.68544022,-0.005728,293540.60,293545.60,774.32,959.46,no,yes
7366,-1.509309,0.13123844,-0.021345,293157.98,293179.10,753.18,1179.87,no,yes
7367,1.630249,0.10306593,0.023055,293218.72,293197.84,1026.02,766.47,no,yes
7368,0.396001,0.69210871,0.005600,293339.91,293334.29,1073.77,926.88,no,yes
7369,-0.476241,0.63390758,-0.006735,294616.62,294624.02,1116.30,1079.75,no,yes
7370,0.886194,0.37552398,0.012533,293508.30,293477.75,2638.72,2217.78,no,yes
7371,0.428736,0.66812005,0.006063,293589.68,293576.10,2315.12,2160.24,no,yes
7372,-0.207977,0.83524890,-0.002941,294294.66,294337.27,14210.54,14758.44,no,yes
7373,-1.017098,0.30912000,-0.014384,361848.07,361865.39,1017.77,1365.34,no,yes
7374,0.202053,0.83987764,0.002857,293669.11,293660.03,2956.02,3385.46,no,yes
7375,-0.240765,0.80973958,-0.003405,293503.25,293511.03,2235.32,2335.54,no,yes
7376,-0.222959,0.82356993,-0.003153,299204.80,299215.68,2928.19,3901.73,no,yes
7377,0.210787,0.83305571,0.002981,293475.77,293464.20,4199.81,3538.06,no,yes
7378,-0.073898,0.94109211,-0.001045,294795.11,294799.11,3464.20,4161.40,no,yes
7379,0.100296,0.92011000,0.001418,293341.21,293336.72,3316.33,3010.29,no,yes
7380,0.002312,0.99815502,0.000033,293357.61,293357.53,2371.73,2410.72,no,yes
7381,1.476385,0.13985669,0.020879,293374.65,293348.21,1346.31,1181.58,no,yes
7382,-0.224646,0.82225695,-0.003177,293380.39,293388.51,2663.61,2443.56,no,yes
7383,-0.672138,0.50150375,-0.009505,293453.14,293465.21,1193.97,1342.41,no,yes
7384,-0.816544,0.41419905,-0.011548,293302.14,293315.22,1084.50,1179.67,no,yes
7385,-0.128896,0.89744133,-0.001823,293430.97,293433.11,1203.03,1135.84,no,yes
7386,-0.543855,0.58654772,-0.007691,293372.87,293399.00,3119.08,3655.07,no,yes
7387,-1.601829,0.10921803,-0.022653,293345.87,293425.30,1780.13,4628.41,no,yes
7388,0.588447,0.55623916,0.008322,293565.98,293541.75,3182.29,2613.22,no,yes
7389,0.099504,0.92073941,0.001407,293565.99,293561.41,3142.02,3361.28,no,yes
7390,-1.259418,0.20789947,-0.017811,293489.50,293544.78,1942.66,3935.72,no,yes
7391,0.294065,0.76871121,0.004159,293612.07,293596.18,3201.61,4353.24,no,yes
7392,-0.321285,0.74799781,-0.004544,293186.43,293191.82,1044.73,1310.76,no,yes
7393,0.818435,0.41311961,0.011574,294182.38,294139.37,4270.16,3062.62,no,yes
7394,0.794542,0.42689000,0.011237,293534.32,293524.58,989.59,723.19,no,yes
7395,-0.173909,0.86193858,-0.002459,293456.01,293463.57,2607.37,3478.91,no,yes
7396,0.316312,0.75176920,0.004473,293451.19,293441.57,2378.56,1893.07,no,yes
7397,-0.302747,0.76208708,-0.004281,293509.15,293516.62,1182.58,2163.56,no,yes
7398,-0.187599,0.85119270,-0.002653,294179.40,294184.62,1860.76,2067.17,no,yes
7399,1.193581,0.23265853,0.016880,293618.09,293538.51,5598.29,3621.91,no,yes
7400,2.109501,0.03491376,0.029833,293226.76,293192.41,1173.73,1128.64,yes,yes
7401,2.534519,0.01127099,0.035844,293615.21,293558.15,2047.02,936.88,yes,yes
7402,-0.064898,0.94825566,-0.000918,293486.82,293490.28,3584.19,3958.29,no,yes
7403,0.008010,0.99360933,0.000113,293450.39,293450.09,2602.33,2695.49,no,yes
7404,-0.082450,0.93428986,-0.001166,293488.97,293492.94,3577.39,3233.57,no,yes
7405,0.470244,0.63818593,0.006650,293509.86,293497.02,2145.47,1686.37,no,yes
7406,0.008965,0.99284736,0.000127,293289.14,293288.85,2072.30,2475.25,no,yes
7407,-0.204352,0.83808021,-0.002890,293395.88,293400.37,1693.95,1402.25,no,yes
7408,-0.205612,0.83709630,-0.002908,294095.78,294100.47,1246.69,1911.66,no,yes
7409,0.171787,0.86360662,0.002429,293318.03,293314.42,1627.81,1321.45,no,yes
7410,0.827030,0.40823120,0.011696,293695.25,293652.15,4254.55,3010.90,no,yes
7411,-1.189348,0.23432286,-0.016820,293325.57,293372.31,1666.30,3558.63,no,yes
7412,0.056113,0.95525201,0.000794,293275.86,293273.65,2758.16,2821.12,no,yes
7413,0.717144,0.47329369,0.010142,293246.05,293233.25,1260.18,1263.89,no,yes
7414,-0.778350,0.43637276,-0.011008,293642.50,293687.43,3323.69,4718.45,no,yes
7415,1.905015,0.05679914,0.026941,293283.78,293208.46,3624.15,1580.77,no,yes
7416,0.781662,0.43442302,0.011054,293534.66,293494.97,3948.53,3191.71,no,yes
7417,0.930731,0.35200402,0.013163,293484.37,293456.82,2163.65,2019.90,no,yes
7418,0.825910,0.40886488,0.011680,293367.08,293350.17,1537.01,1352.93,no,yes
7419,1.089652,0.27587959,0.015410,293552.41,293532.79,1343.35,1198.58,no,yes
7420,0.318219,0.75032224,0.004500,293498.63,293483.81,3329.00,3257.02,no,yes
7421,-0.297298,0.76624179,-0.004204,293335.07,293339.31,962.63,1052.52,no,yes
7422,-1.169933,0.24204359,-0.016545,293452.89,293489.01,1745.44,2546.14,no,yes
7423,-2.080752,0.03747199,-0.029426,293496.96,293531.95,876.77,1435.11,yes,yes
7424,1.096562,0.27284713,0.015508,293538.09,293510.86,1972.91,1507.87,no,yes
7425,-0.343646,0.73111636,-0.004860,293435.49,293440.50,1053.52,1007.80,no,yes
7426,-0.149486,0.88117199,-0.002114,293364.62,293369.11,2256.42,1980.40,no,yes
7427,0.608331,0.54297513,0.008603,293199.16,293183.99,1874.09,1645.81,no,yes
7428,0.354251,0.72315476,0.005010,293461.25,293455.70,1105.29,1110.78,no,yes
7429,0.798884,0.42436744,0.011298,293212.00,293200.08,1080.10,1030.31,no,yes
7430,0.230069,0.81804110,0.003254,293294.22,293286.12,1840.78,3000.46,no,yes
7431,-0.935890,0.34934575,-0.013235,293447.12,293478.46,1410.71,3037.27,no,yes
7432,-0.024598,0.98037604,-0.000348,293223.92,293225.01,3313.25,2970.06,no,yes
7433,-0.580570,0.56153781,-0.008210,293275.11,293295.82,2031.31,2933.23,no,yes
7434,1.144806,0.25230394,0.016190,293572.57,293556.71,1089.96,855.30,no,yes
7435,1.445923,0.14821610,0.020448,293630.06,293581.18,2751.21,1964.43,no,yes
7436,-0.037961,0.96971900,-0.000537,293541.81,293542.36,988.43,1051.38,no,yes
7437,-0.476192,0.63394292,-0.006734,293449.13,293458.15,1248.72,1423.65,no,yes
7438,-0.437257,0.66193003,-0.006184,293649.19,293661.54,1730.93,2232.05,no,yes
7439,-0.155442,0.87647446,-0.002198,293621.36,293625.16,1710.43,1751.85,no,yes
7440,0.219664,0.82613517,0.003107,293820.33,293815.36,1821.36,1340.30,no,yes
7441,-0.138047,0.89020445,-0.001952,293364.95,293369.43,2445.09,2124.57,no,yes
7442,0.068102,0.94570476,0.000963,293348.96,293345.91,3026.21,3301.63,no,yes
7443,0.708972,0.47835061,0.010026,293382.72,293370.61,1110.91,1297.39,no,yes
7444,0.080139,0.93612725,0.001133,307074.17,307073.00,1073.97,986.75,no,yes
7445,1.063160,0.28772277,0.015035,293616.48,293594.81,1585.06,1281.23,no,yes
7446,-0.127824,0.89828987,-0.001808,293833.69,293837.95,1952.57,2696.48,no,yes
7447,0.068418,0.94545396,0.000968,293457.61,293454.66,3021.94,3063.27,no,yes
7448,0.059623,0.95245664,0.000843,293599.38,293596.27,3302.45,4048.15,no,yes
7449,-0.315188,0.75262257,-0.004457,293399.16,293404.15,1165.10,1071.13,no,yes
7450,-0.352311,0.72460878,-0.004982,293486.88,293503.45,3070.11,3562.75,no,yes
7451,-0.999349,0.31763768,-0.014133,293269.47,293282.28,856.66,952.64,no,yes
7452,-0.016067,0.98718107,-0.000227,293297.54,293297.92,1611.27,1660.92,no,yes
7453,0.588011,0.55653128,0.008316,293583.88,293555.48,3473.81,3356.35,no,yes
7454,-0.101557,0.91910964,-0.001436,293528.83,293531.16,1315.73,1881.32,no,yes
7455,-0.178321,0.85847284,-0.002522,293476.00,293478.45,943.85,1005.58,no,yes
7456,0.094628,0.92461145,0.001338,293447.76,293443.37,3101.70,3448.92,no,yes
7457,1.619584,0.10534430,0.022904,293398.22,293341.00,3215.17,1465.52,no,yes
7458,0.674272,0.50014728,0.009536,293507.09,293497.20,1227.35,805.40,no,yes
7459,1.623103,0.10458355,0.022954,293335.55,293305.07,1426.08,1221.46,no,yes
7460,1.023086,0.30628002,0.014469,293560.35,293546.06,1052.26,918.78,no,yes
7461,0.215647,0.82926499,0.003050,293624.51,293618.00,2129.13,2144.03,no,yes
7462,-0.082998,0.93385360,-0.001174,293243.86,293245.29,1081.05,1345.74,no,yes
7463,-0.061042,0.95132677,-0.000863,293203.07,293205.10,1953.77,2697.65,no,yes
7464,0.912167,0.36169372,0.012900,303988.51,303950.99,3487.48,2181.61,no,yes
7465,-0.073721,0.94123324,-0.001043,293674.16,293678.19,3992.25,3735.53,no,yes
7466,0.800421,0.42347726,0.011320,293441.66,293403.12,3792.02,2967.71,no,yes
7467,1.027716,0.30409642,0.014534,293379.38,293362.56,1248.35,1058.58,no,yes
7468,1.260835,0.20738333,0.017831,293421.66,293404.10,1054.10,910.49,no,yes
7469,-1.993411,0.04623053,-0.028191,293149.28,293179.35,953.98,1168.34,yes,yes
7470,0.257092,0.79711077,0.003636,293555.97,293549.45,1420.77,2098.55,no,yes
7471,0.984622,0.32482225,0.013925,293247.55,293226.78,1647.04,1318.87,no,yes
7472,0.174376,0.86157211,0.002466,293264.83,293262.48,1061.57,830.32,no,yes
7473,0.117161,0.90673373,0.001657,293221.71,293218.13,1892.14,2397.78,no,yes
7474,0.129530,0.89693942,0.001832,293467.28,293459.70,4217.34,4049.39,no,yes
7475,0.191368,0.84823895,0.002706,293495.08,293487.80,2789.57,2581.44,no,yes
7476,-0.302720,0.76210654,-0.004281,293419.43,293424.76,1145.77,1337.63,no,yes
7477,-0.066308,0.94713330,-0.000938,293518.19,293520.57,2329.48,2723.55,no,yes
7478,-0.736706,0.46131315,-0.010419,293546.21,293568.43,1330.86,2706.77,no,yes
7479,2.757432,0.00583251,0.038996,293282.83,293228.43,1726.50,954.32,yes,yes
7480,0.472576,0.63652083,0.006683,293638.63,293630.35,1226.52,1251.17,no,yes
7481,-0.222255,0.82411768,-0.003143,293266.83,293276.66,2816.26,3407.87,no,yes
7482,0.265471,0.79064972,0.003754,308716.37,308709.71,1768.04,1778.74,no,yes
7483,0.005757,0.99540655,0.000081,293618.42,293618.22,2270.94,2633.49,no,yes
7484,-0.730722,0.46496109,-0.010334,293446.80,293480.72,1923.89,4224.20,no,yes
7485,-0.730524,0.46507891,-0.010331,293409.83,293421.84,1086.89,1233.07,no,yes
7486,-0.830196,0.40643818,-0.011741,293301.19,293324.17,1799.25,2103.94,no,yes
7487,0.358112,0.72026359,0.005064,293410.75,293403.79,1492.74,1246.83,no,yes
7488,0.683643,0.49420856,0.009668,293452.03,293405.49,5164.34,4435.67,no,yes
7489,-0.119272,0.90506131,-0.001687,293301.32,293302.92,917.64,976.10,no,yes
7490,-1.424491,0.15432366,-0.020145,293467.63,293534.43,2395.51,4031.00,no,yes
7491,-0.089541,0.92865323,-0.001266,293248.02,293250.50,1869.47,2041.33,no,yes
7492,0.065447,0.94781862,0.000926,293841.70,293835.63,6548.16,6569.46,no,yes
7493,-0.795812,0.42615194,-0.011254,294662.56,294695.23,2410.03,3322.95,no,yes
7494,-0.544031,0.58642606,-0.007694,293326.14,293333.30,856.19,1001.12,no,yes
7495,0.335059,0.73758479,0.004738,293247.05,293239.72,1855.48,1161.47,no,yes
7496,-0.770905,0.44077251,-0.010902,293485.83,293511.11,2077.82,2536.60,no,yes
7497,2.040953,0.04126944,0.028863,293230.74,293196.58,1324.75,1022.77,yes,yes
7498,-0.410124,0.68171947,-0.005800,293382.82,293391.95,1512.09,1632.92,no,yes
7499,-0.625496,0.53165312,-0.008846,293200.10,293216.76,1645.87,2093.31,no,yes
7500,0.005722,0.99543443,0.000081,293394.00,293393.93,917.26,955.70,no,yes
7501,0.454307,0.64961313,0.006425,293293.90,293270.33,4285.57,2925.36,no,yes
7502,2.615022,0.00892974,0.036982,293489.54,293439.60,1576.83,1077.47,yes,yes
7503,0.329803,0.74155257,0.004664,293342.73,293322.57,4346.34,4297.40,no,yes
7504,-0.358108,0.72026651,-0.005064,293212.23,293219.82,1163.65,1770.03,no,yes
7505,0.025663,0.97952606,0.000363,293494.82,293493.52,3883.19,3257.08,no,yes
7506,-0.334726,0.73783544,-0.004734,293361.02,293370.63,2161.47,1887.69,no,yes
7507,-1.490483,0.13611439,-0.021079,293179.26,293208.18,1166.72,1550.02,no,yes
7508,-1.052646,0.29251973,-0.014887,293341.42,293388.56,2141.77,3933.43,no,yes
7509,-0.222285,0.82409453,-0.003144,293392.30,293396.55,1196.06,1494.65,no,yes
7510,0.586352,0.55764662,0.008292,293312.30,293300.73,1642.05,1093.39,no,yes
7511,-0.271601,0.78593193,-0.003841,299520.05,299527.72,1834.40,2144.81,no,yes
7512,-0.191613,0.84804745,-0.002710,293319.85,293322.96,1153.45,1143.66,no,yes
7513,-0.654848,0.51257311,-0.009261,293564.07,293573.85,1029.19,1081.19,no,yes
7514,0.819859,0.41230899,0.011595,293184.33,293163.29,2228.52,1274.77,no,yes
7515,0.275076,0.78326065,0.003890,293539.67,293534.93,1180.10,1255.65,no,yes
7516,0.037919,0.96975240,0.000536,293541.45,293540.10,2363.14,2671.26,no,yes
7517,-0.195689,0.84485533,-0.002767,299686.90,299694.61,2419.14,3108.67,no,yes
7518,1.039596,0.29854071,0.014702,293483.79,293470.54,974.10,821.97,no,yes
7519,0.210598,0.83320336,0.002978,293353.70,293345.24,2619.38,3045.88,no,yes
7520,0.071570,0.94294526,0.001012,293330.06,293326.17,4289.63,3333.31,no,yes
7521,0.876564,0.38073596,0.012396,293513.39,293474.32,3742.59,2421.41,no,yes
7522,0.396685,0.69160410,0.005610,293383.35,293358.23,4120.05,4811.52,no,yes
7523,-0.553785,0.57973308,-0.007832,293425.98,293440.62,1481.40,2187.59,no,yes
7524,0.429933,0.66724903,0.006080,293544.88,293518.85,4641.19,3890.10,no,yes
7525,0.929192,0.35280092,0.013141,293487.48,293443.61,3567.37,3092.38,no,yes
7526,-1.545933,0.12213909,-0.021863,293402.01,293443.87,1492.97,2259.13,no,yes
7527,0.459272,0.64604433,0.006495,293348.58,293326.91,3595.42,3054.66,no,yes
7528,-0.358172,0.72021918,-0.005065,293496.76,293504.36,1167.74,1770.86,no,yes
7529,-0.311150,0.75568990,-0.004400,293331.98,293336.24,944.88,987.86,no,yes
7530,0.705698,0.48038529,0.009980,293258.23,293238.97,2287.99,1487.01,no,yes
7531,-0.959858,0.33714027,-0.013574,293285.01,293323.41,2122.42,3391.33,no,yes
7532,0.442562,0.65808836,0.006259,293471.47,293459.08,1548.19,2333.88,no,yes
7533,-0.450446,0.65239451,-0.006370,293681.58,293703.36,2824.88,3925.21,no,yes
7534,-0.125110,0.90043783,-0.001769,293243.97,293248.51,2544.18,2589.45,no,yes
7535,-0.063661,0.94924082,-0.000900,307315.88,307317.87,1900.35,2489.86,no,yes
7536,0.588442,0.55624217,0.008322,293246.10,293229.83,1852.91,2052.04,no,yes
7537,0.264520,0.79138215,0.003741,293383.78,293368.54,3801.81,4332.52,no,yes
7538,1.485523,0.13742216,0.021008,293349.22,293326.07,1243.29,939.70,no,yes
7539,-0.656407,0.51157005,-0.009283,293264.18,293277.26,1217.13,1577.70,no,yes
7540,-0.369722,0.71159411,-0.005229,293352.22,293364.07,1989.03,2513.23,no,yes
